
1. Graph gelesen

1 : 2 3 4
13 : 10 12 14
14 : 11 12 13

185. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 8 11
8 : 5 7 12
9 : 6 10 13
10 : 6 9 14
11 : 7 12 13
12 : 8 11 14
13 : 9 11 14
14 : 10 12 13

186. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 8 11
8 : 5 7 12
9 : 6 10 13
10 : 6 9 14
11 : 7 13 14
12 : 8 13 14
13 : 9 11 12
14 : 10 11 12

187. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 8 11
8 : 5 7 12
9 : 6 11 12
10 : 6 13 14
11 : 7 9 13
12 : 8 9 14
13 : 10 11 14
14 : 10 12 13

188. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 8 11
8 : 5 7 12
9 : 6 11 13
10 : 6 11 14
11 : 7 9 10
12 : 8 13 14
13 : 9 12 14
14 : 10 12 13

189. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 8 11
8 : 5 7 12
9 : 6 11 13
10 : 6 12 13
11 : 7 9 14
12 : 8 10 14
13 : 9 10 14
14 : 11 12 13

190. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 8 11
8 : 5 7 12
9 : 6 11 13
10 : 6 12 14
11 : 7 9 13
12 : 8 10 14
13 : 9 11 14
14 : 10 12 13

191. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 8 11
8 : 5 7 12
9 : 6 11 13
10 : 6 12 14
11 : 7 9 14
12 : 8 10 13
13 : 9 12 14
14 : 10 11 13

192. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 8 11
8 : 5 7 12
9 : 6 11 13
10 : 6 13 14
11 : 7 9 14
12 : 8 13 14
13 : 9 10 12
14 : 10 11 12

193. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 8 11
8 : 5 7 12
9 : 6 13 14
10 : 6 13 14
11 : 7 12 13
12 : 8 11 14
13 : 9 10 11
14 : 9 10 12

194. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 10
8 : 5 11 12
9 : 6 7 11
10 : 6 7 13
11 : 8 9 14
12 : 8 13 14
13 : 10 12 14
14 : 11 12 13

195. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 10
8 : 5 11 12
9 : 6 7 13
10 : 6 7 14
11 : 8 12 13
12 : 8 11 14
13 : 9 11 14
14 : 10 12 13

196. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 10
8 : 5 11 12
9 : 6 7 13
10 : 6 7 14
11 : 8 13 14
12 : 8 13 14
13 : 9 11 12
14 : 10 11 12

197. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 9 12
9 : 6 7 8
10 : 6 11 13
11 : 7 10 14
12 : 8 13 14
13 : 10 12 14
14 : 11 12 13

198. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 9 12
9 : 6 7 8
10 : 6 13 14
11 : 7 12 13
12 : 8 11 14
13 : 10 11 14
14 : 10 12 13

199. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 9 12
9 : 6 7 8
10 : 6 13 14
11 : 7 13 14
12 : 8 13 14
13 : 10 11 12
14 : 10 11 12

200. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 10 11
9 : 6 7 12
10 : 6 8 13
11 : 7 8 14
12 : 9 13 14
13 : 10 12 14
14 : 11 12 13

201. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 10 12
9 : 6 7 11
10 : 6 8 13
11 : 7 9 14
12 : 8 13 14
13 : 10 12 14
14 : 11 12 13

202. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 10 12
9 : 6 7 12
10 : 6 8 13
11 : 7 13 14
12 : 8 9 14
13 : 10 11 14
14 : 11 12 13

203. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 10 12
9 : 6 7 13
10 : 6 8 13
11 : 7 12 14
12 : 8 11 14
13 : 9 10 14
14 : 11 12 13

204. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 10 12
9 : 6 7 13
10 : 6 8 14
11 : 7 12 13
12 : 8 11 14
13 : 9 11 14
14 : 10 12 13

205. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 10 12
9 : 6 7 13
10 : 6 8 14
11 : 7 12 14
12 : 8 11 13
13 : 9 12 14
14 : 10 11 13

206. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 10 12
9 : 6 7 13
10 : 6 8 14
11 : 7 13 14
12 : 8 13 14
13 : 9 11 12
14 : 10 11 12

207. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 11 12
9 : 6 7 10
10 : 6 9 13
11 : 7 8 14
12 : 8 13 14
13 : 10 12 14
14 : 11 12 13

208. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 11 12
9 : 6 7 12
10 : 6 13 14
11 : 7 8 13
12 : 8 9 14
13 : 10 11 14
14 : 10 12 13

209. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 11 12
9 : 6 7 13
10 : 6 11 14
11 : 7 8 10
12 : 8 13 14
13 : 9 12 14
14 : 10 12 13

210. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 11 12
9 : 6 7 13
10 : 6 12 13
11 : 7 8 14
12 : 8 10 14
13 : 9 10 14
14 : 11 12 13

211. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 11 12
9 : 6 7 13
10 : 6 12 14
11 : 7 8 13
12 : 8 10 14
13 : 9 11 14
14 : 10 12 13

212. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 11 12
9 : 6 7 13
10 : 6 12 14
11 : 7 8 14
12 : 8 10 13
13 : 9 12 14
14 : 10 11 13

213. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 11 12
9 : 6 7 13
10 : 6 13 14
11 : 7 8 12
12 : 8 11 14
13 : 9 10 14
14 : 10 12 13

214. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 11 12
9 : 6 7 13
10 : 6 13 14
11 : 7 8 14
12 : 8 13 14
13 : 9 10 12
14 : 10 11 12

215. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 10
10 : 6 9 14
11 : 7 12 13
12 : 8 11 14
13 : 8 11 14
14 : 10 12 13

216. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 11
10 : 6 12 13
11 : 7 9 14
12 : 8 10 14
13 : 8 10 14
14 : 11 12 13

217. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 11
10 : 6 12 14
11 : 7 9 13
12 : 8 10 14
13 : 8 11 14
14 : 10 12 13

218. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 11
10 : 6 12 14
11 : 7 9 14
12 : 8 10 13
13 : 8 12 14
14 : 10 11 13

219. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 12
10 : 6 11 13
11 : 7 10 14
12 : 8 9 14
13 : 8 10 14
14 : 11 12 13

220. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 12
10 : 6 11 14
11 : 7 10 13
12 : 8 9 14
13 : 8 11 14
14 : 10 12 13

221. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 12
10 : 6 11 14
11 : 7 10 14
12 : 8 9 13
13 : 8 12 14
14 : 10 11 13

222. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 12
10 : 6 12 14
11 : 7 13 14
12 : 8 9 10
13 : 8 11 14
14 : 10 11 13

223. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 12
10 : 6 13 14
11 : 7 12 14
12 : 8 9 11
13 : 8 10 14
14 : 10 11 13

224. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 12
10 : 6 13 14
11 : 7 13 14
12 : 8 9 14
13 : 8 10 11
14 : 10 11 12

225. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 14
10 : 6 11 12
11 : 7 10 13
12 : 8 10 14
13 : 8 11 14
14 : 9 12 13

226. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 14
10 : 6 11 12
11 : 7 10 14
12 : 8 10 13
13 : 8 12 14
14 : 9 11 13

227. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 14
10 : 6 11 14
11 : 7 10 12
12 : 8 11 13
13 : 8 12 14
14 : 9 10 13

228. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 14
10 : 6 12 13
11 : 7 12 14
12 : 8 10 11
13 : 8 10 14
14 : 9 11 13

229. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 14
10 : 6 12 14
11 : 7 12 13
12 : 8 10 11
13 : 8 11 14
14 : 9 10 13

230. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 9 11
8 : 5 12 13
9 : 6 7 14
10 : 6 12 14
11 : 7 13 14
12 : 8 10 13
13 : 8 11 12
14 : 9 10 11

231. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 11 12
9 : 6 10 13
10 : 6 9 14
11 : 7 8 13
12 : 7 8 14
13 : 9 11 14
14 : 10 12 13

232. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 11 12
9 : 6 13 14
10 : 6 13 14
11 : 7 8 13
12 : 7 8 14
13 : 9 10 11
14 : 9 10 12

233. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 11 13
9 : 6 10 11
10 : 6 9 14
11 : 7 8 9
12 : 7 13 14
13 : 8 12 14
14 : 10 12 13

234. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 11 13
9 : 6 10 12
10 : 6 9 13
11 : 7 8 14
12 : 7 9 14
13 : 8 10 14
14 : 11 12 13

235. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 11 13
9 : 6 10 12
10 : 6 9 14
11 : 7 8 13
12 : 7 9 14
13 : 8 11 14
14 : 10 12 13

236. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 11 13
9 : 6 10 12
10 : 6 9 14
11 : 7 8 14
12 : 7 9 13
13 : 8 12 14
14 : 10 11 13

237. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 11 13
9 : 6 11 12
10 : 6 13 14
11 : 7 8 9
12 : 7 9 14
13 : 8 10 14
14 : 10 12 13

238. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 11 13
9 : 6 11 14
10 : 6 12 13
11 : 7 8 9
12 : 7 10 14
13 : 8 10 14
14 : 9 12 13

239. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 11 13
9 : 6 11 14
10 : 6 12 14
11 : 7 8 9
12 : 7 10 13
13 : 8 12 14
14 : 9 10 13

240. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 11 13
9 : 6 12 13
10 : 6 12 14
11 : 7 8 14
12 : 7 9 10
13 : 8 9 14
14 : 10 11 13

241. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 11 13
9 : 6 12 14
10 : 6 12 14
11 : 7 8 13
12 : 7 9 10
13 : 8 11 14
14 : 9 10 13

242. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 11 13
9 : 6 12 14
10 : 6 13 14
11 : 7 8 14
12 : 7 9 13
13 : 8 10 12
14 : 9 10 11

243. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 13 14
9 : 6 10 11
10 : 6 9 12
11 : 7 9 13
12 : 7 10 14
13 : 8 11 14
14 : 8 12 13

244. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 13 14
9 : 6 10 11
10 : 6 9 13
11 : 7 9 12
12 : 7 11 14
13 : 8 10 14
14 : 8 12 13

245. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 13 14
9 : 6 10 11
10 : 6 9 13
11 : 7 9 14
12 : 7 13 14
13 : 8 10 12
14 : 8 11 12

246. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 13 14
9 : 6 11 12
10 : 6 11 13
11 : 7 9 10
12 : 7 9 14
13 : 8 10 14
14 : 8 12 13

247. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 13 14
9 : 6 11 12
10 : 6 13 14
11 : 7 9 13
12 : 7 9 14
13 : 8 10 11
14 : 8 10 12

248. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 13 14
9 : 6 11 13
10 : 6 11 14
11 : 7 9 10
12 : 7 13 14
13 : 8 9 12
14 : 8 10 12

249. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 13 14
9 : 6 11 13
10 : 6 12 14
11 : 7 9 12
12 : 7 10 11
13 : 8 9 14
14 : 8 10 13

250. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 13 14
9 : 6 11 13
10 : 6 12 14
11 : 7 9 13
12 : 7 10 14
13 : 8 9 11
14 : 8 10 12

251. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 5 7
5 : 2 4 8
6 : 3 9 10
7 : 4 11 12
8 : 5 13 14
9 : 6 11 13
10 : 6 12 14
11 : 7 9 14
12 : 7 10 13
13 : 8 9 12
14 : 8 10 11

252. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 8
6 : 3 7 9
7 : 4 5 6
8 : 4 5 10
9 : 6 11 12
10 : 8 13 14
11 : 9 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

253. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 8
6 : 3 9 10
7 : 4 5 9
8 : 4 5 11
9 : 6 7 12
10 : 6 13 14
11 : 8 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

254. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 8
6 : 3 9 10
7 : 4 5 11
8 : 4 5 11
9 : 6 12 13
10 : 6 12 13
11 : 7 8 14
12 : 9 10 14
13 : 9 10 14
14 : 11 12 13

255. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 8
6 : 3 9 10
7 : 4 5 11
8 : 4 5 12
9 : 6 10 11
10 : 6 9 13
11 : 7 9 14
12 : 8 13 14
13 : 10 12 14
14 : 11 12 13

256. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 8
6 : 3 9 10
7 : 4 5 11
8 : 4 5 12
9 : 6 10 13
10 : 6 9 14
11 : 7 13 14
12 : 8 13 14
13 : 9 11 12
14 : 10 11 12

257. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 8
6 : 3 9 10
7 : 4 5 11
8 : 4 5 12
9 : 6 11 12
10 : 6 13 14
11 : 7 9 13
12 : 8 9 14
13 : 10 11 14
14 : 10 12 13

258. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 8
6 : 3 9 10
7 : 4 5 11
8 : 4 5 12
9 : 6 11 13
10 : 6 11 14
11 : 7 9 10
12 : 8 13 14
13 : 9 12 14
14 : 10 12 13

259. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 8
6 : 3 9 10
7 : 4 5 11
8 : 4 5 12
9 : 6 11 13
10 : 6 12 13
11 : 7 9 14
12 : 8 10 14
13 : 9 10 14
14 : 11 12 13

260. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 8
6 : 3 9 10
7 : 4 5 11
8 : 4 5 12
9 : 6 11 13
10 : 6 12 14
11 : 7 9 13
12 : 8 10 14
13 : 9 11 14
14 : 10 12 13

261. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 8
6 : 3 9 10
7 : 4 5 11
8 : 4 5 12
9 : 6 11 13
10 : 6 12 14
11 : 7 9 14
12 : 8 10 13
13 : 9 12 14
14 : 10 11 13

262. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 8
6 : 3 9 10
7 : 4 5 11
8 : 4 5 12
9 : 6 11 13
10 : 6 13 14
11 : 7 9 14
12 : 8 13 14
13 : 9 10 12
14 : 10 11 12

263. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 8
6 : 3 9 10
7 : 4 5 11
8 : 4 5 12
9 : 6 13 14
10 : 6 13 14
11 : 7 12 13
12 : 8 11 14
13 : 9 10 11
14 : 9 10 12

264. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 7 10
7 : 4 5 6
8 : 4 9 11
9 : 5 8 12
10 : 6 13 14
11 : 8 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

265. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 7 10
7 : 4 5 6
8 : 4 11 12
9 : 5 11 13
10 : 6 11 14
11 : 8 9 10
12 : 8 13 14
13 : 9 12 14
14 : 10 12 13

266. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 7 10
7 : 4 5 6
8 : 4 11 12
9 : 5 11 13
10 : 6 12 13
11 : 8 9 14
12 : 8 10 14
13 : 9 10 14
14 : 11 12 13

267. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 7 10
7 : 4 5 6
8 : 4 11 12
9 : 5 11 13
10 : 6 12 14
11 : 8 9 13
12 : 8 10 14
13 : 9 11 14
14 : 10 12 13

268. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 7 10
7 : 4 5 6
8 : 4 11 12
9 : 5 11 13
10 : 6 12 14
11 : 8 9 14
12 : 8 10 13
13 : 9 12 14
14 : 10 11 13

269. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 9
7 : 4 5 10
8 : 4 6 11
9 : 5 6 12
10 : 7 13 14
11 : 8 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

270. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 8
8 : 4 6 7
9 : 5 11 12
10 : 6 13 14
11 : 9 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

271. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 9
8 : 4 6 11
9 : 5 7 12
10 : 6 13 14
11 : 8 13 14
12 : 9 13 14
13 : 10 11 12
14 : 10 11 12

272. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 10
8 : 4 6 11
9 : 5 12 13
10 : 6 7 14
11 : 8 12 13
12 : 9 11 14
13 : 9 11 14
14 : 10 12 13

273. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 11
9 : 5 12 13
10 : 6 12 13
11 : 7 8 14
12 : 9 10 14
13 : 9 10 14
14 : 11 12 13

274. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 10 11
10 : 6 9 13
11 : 7 9 14
12 : 8 13 14
13 : 10 12 14
14 : 11 12 13

275. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 10 12
10 : 6 9 13
11 : 7 13 14
12 : 8 9 14
13 : 10 11 14
14 : 11 12 13

276. Graph gelesen

1 : 2 3 4
2 : 1 3 5
3 : 1 2 6
4 : 1 7 8
5 : 2 7 9
6 : 3 8 10
7 : 4 5 11
8 : 4 6 12
9 : 5 10 13
10 : 6 9 13
11 : 7 12 14
