
1. Graph gelesen

1 : 2 3 4 5 6
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 8 9 12
8 : 3 5 7 10 11
9 : 3 7 10 11 12
10 : 4 6 8 9 11
11 : 4 8 9 10 12
12 : 5 6 7 9 11

2926. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 8 10 11
8 : 3 5 7 9 11
9 : 3 8 10 11 12
10 : 4 6 7 9 12
11 : 4 7 8 9 12
12 : 5 6 9 10 11

2927. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 8 10 11
8 : 3 5 7 9 12
9 : 3 8 10 11 12
10 : 4 6 7 9 11
11 : 4 7 9 10 12
12 : 5 6 8 9 11

2928. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 8 10 12
8 : 3 5 7 9 11
9 : 3 8 10 11 12
10 : 4 6 7 9 11
11 : 4 8 9 10 12
12 : 5 6 7 9 11

2929. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 8 11 12
8 : 3 5 7 9 10
9 : 3 8 10 11 12
10 : 4 6 8 9 11
11 : 4 7 9 10 12
12 : 5 6 7 9 11

2930. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 8 11 12
8 : 3 5 7 9 11
9 : 3 8 10 11 12
10 : 4 6 9 11 12
11 : 4 7 8 9 10
12 : 5 6 7 9 10

2931. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 10 11
8 : 3 5 9 10 11
9 : 3 7 8 11 12
10 : 4 6 7 8 12
11 : 4 7 8 9 12
12 : 5 6 9 10 11

2932. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 10 11
8 : 3 5 9 10 12
9 : 3 7 8 11 12
10 : 4 6 7 8 11
11 : 4 7 9 10 12
12 : 5 6 8 9 11

2933. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 10 11
8 : 3 5 9 11 12
9 : 3 7 8 10 11
10 : 4 6 7 9 12
11 : 4 7 8 9 12
12 : 5 6 8 10 11

2934. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 10 11
8 : 3 5 9 11 12
9 : 3 7 8 10 12
10 : 4 6 7 9 11
11 : 4 7 8 10 12
12 : 5 6 8 9 11

2935. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 10 11
8 : 3 5 9 11 12
9 : 3 7 8 11 12
10 : 4 6 7 11 12
11 : 4 7 8 9 10
12 : 5 6 8 9 10

2936. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 10 11
8 : 3 5 10 11 12
9 : 3 7 10 11 12
10 : 4 6 7 8 9
11 : 4 7 8 9 12
12 : 5 6 8 9 11

2937. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 10 12
8 : 3 5 9 10 11
9 : 3 7 8 11 12
10 : 4 6 7 8 11
11 : 4 8 9 10 12
12 : 5 6 7 9 11

2938. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 10 12
8 : 3 5 9 11 12
9 : 3 7 8 10 11
10 : 4 6 7 9 11
11 : 4 8 9 10 12
12 : 5 6 7 8 11

2939. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 11 12
8 : 3 5 9 10 11
9 : 3 7 8 10 11
10 : 4 6 8 9 12
11 : 4 7 8 9 12
12 : 5 6 7 10 11

2940. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 11 12
8 : 3 5 9 10 11
9 : 3 7 8 10 12
10 : 4 6 8 9 11
11 : 4 7 8 10 12
12 : 5 6 7 9 11

2941. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 11 12
8 : 3 5 9 10 11
9 : 3 7 8 11 12
10 : 4 6 8 11 12
11 : 4 7 8 9 10
12 : 5 6 7 9 10

2942. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 11 12
8 : 3 5 9 10 12
9 : 3 7 8 10 11
10 : 4 6 8 9 11
11 : 4 7 9 10 12
12 : 5 6 7 8 11

2943. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 11 12
8 : 3 5 9 11 12
9 : 3 7 8 10 11
10 : 4 6 9 11 12
11 : 4 7 8 9 10
12 : 5 6 7 8 10

2944. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 9 11 12
8 : 3 5 10 11 12
9 : 3 7 10 11 12
10 : 4 6 8 9 11
11 : 4 7 8 9 10
12 : 5 6 7 8 9

2945. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 10 11 12
8 : 3 5 9 10 11
9 : 3 8 10 11 12
10 : 4 6 7 8 9
11 : 4 7 8 9 12
12 : 5 6 7 9 11

2946. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 7 10 12
7 : 2 6 10 11 12
8 : 3 5 9 11 12
9 : 3 8 10 11 12
10 : 4 6 7 9 11
11 : 4 7 8 9 10
12 : 5 6 7 8 9

2947. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 10
7 : 2 8 9 10 11
8 : 3 5 6 7 12
9 : 3 6 7 11 12
10 : 4 6 7 11 12
11 : 4 7 9 10 12
12 : 5 8 9 10 11

2948. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 10
7 : 2 8 9 10 12
8 : 3 5 6 7 11
9 : 3 6 7 11 12
10 : 4 6 7 11 12
11 : 4 8 9 10 12
12 : 5 7 9 10 11

2949. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 10
7 : 2 8 9 11 12
8 : 3 5 6 7 11
9 : 3 6 7 10 12
10 : 4 6 9 11 12
11 : 4 7 8 10 12
12 : 5 7 9 10 11

2950. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 10
7 : 2 8 9 11 12
8 : 3 5 6 7 12
9 : 3 6 7 10 11
10 : 4 6 9 11 12
11 : 4 7 9 10 12
12 : 5 7 8 10 11

2951. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 10
7 : 2 8 10 11 12
8 : 3 5 6 7 11
9 : 3 6 10 11 12
10 : 4 6 7 9 12
11 : 4 7 8 9 12
12 : 5 7 9 10 11

2952. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 10
7 : 2 8 10 11 12
8 : 3 5 6 7 12
9 : 3 6 10 11 12
10 : 4 6 7 9 11
11 : 4 7 9 10 12
12 : 5 7 8 9 11

2953. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 10
7 : 2 9 10 11 12
8 : 3 5 6 10 11
9 : 3 6 7 11 12
10 : 4 6 7 8 12
11 : 4 7 8 9 12
12 : 5 7 9 10 11

2954. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 10
7 : 2 9 10 11 12
8 : 3 5 6 11 12
9 : 3 6 7 10 11
10 : 4 6 7 9 12
11 : 4 7 8 9 12
12 : 5 7 8 10 11

2955. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 10
7 : 2 9 10 11 12
8 : 3 5 6 11 12
9 : 3 6 7 10 12
10 : 4 6 7 9 11
11 : 4 7 8 10 12
12 : 5 7 8 9 11

2956. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 10
7 : 2 9 10 11 12
8 : 3 5 6 11 12
9 : 3 6 7 11 12
10 : 4 6 7 11 12
11 : 4 7 8 9 10
12 : 5 7 8 9 10

2957. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 12
7 : 2 8 9 10 11
8 : 3 5 6 7 10
9 : 3 6 7 11 12
10 : 4 7 8 11 12
11 : 4 7 9 10 12
12 : 5 6 9 10 11

2958. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 12
7 : 2 8 9 10 12
8 : 3 5 6 7 11
9 : 3 6 7 10 11
10 : 4 7 9 11 12
11 : 4 8 9 10 12
12 : 5 6 7 10 11

2959. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 12
7 : 2 8 10 11 12
8 : 3 5 6 7 10
9 : 3 6 10 11 12
10 : 4 7 8 9 11
11 : 4 7 9 10 12
12 : 5 6 7 9 11

2960. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 12
7 : 2 9 10 11 12
8 : 3 5 6 10 11
9 : 3 6 7 10 11
10 : 4 7 8 9 12
11 : 4 7 8 9 12
12 : 5 6 7 10 11

2961. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 9 12
7 : 2 9 10 11 12
8 : 3 5 6 10 11
9 : 3 6 7 10 12
10 : 4 7 8 9 11
11 : 4 7 8 10 12
12 : 5 6 7 9 11

2962. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 11
7 : 2 8 9 10 11
8 : 3 5 6 7 12
9 : 3 7 10 11 12
10 : 4 6 7 9 12
11 : 4 6 7 9 12
12 : 5 8 9 10 11

2963. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 11
7 : 2 8 9 10 12
8 : 3 5 6 7 9
9 : 3 7 8 11 12
10 : 4 6 7 11 12
11 : 4 6 9 10 12
12 : 5 7 9 10 11

2964. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 11
7 : 2 8 9 10 12
8 : 3 5 6 7 11
9 : 3 7 10 11 12
10 : 4 6 7 9 12
11 : 4 6 8 9 12
12 : 5 7 9 10 11

2965. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 11
7 : 2 8 9 10 12
8 : 3 5 6 7 12
9 : 3 7 10 11 12
10 : 4 6 7 9 11
11 : 4 6 9 10 12
12 : 5 7 8 9 11

2966. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 11
7 : 2 8 10 11 12
8 : 3 5 6 7 9
9 : 3 8 10 11 12
10 : 4 6 7 9 12
11 : 4 6 7 9 12
12 : 5 7 9 10 11

2967. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 11
7 : 2 9 10 11 12
8 : 3 5 6 9 10
9 : 3 7 8 11 12
10 : 4 6 7 8 12
11 : 4 6 7 9 12
12 : 5 7 9 10 11

2968. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 11
7 : 2 9 10 11 12
8 : 3 5 6 9 12
9 : 3 7 8 10 11
10 : 4 6 7 9 12
11 : 4 6 7 9 12
12 : 5 7 8 10 11

2969. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 11
7 : 2 9 10 11 12
8 : 3 5 6 9 12
9 : 3 7 8 10 12
10 : 4 6 7 9 11
11 : 4 6 7 10 12
12 : 5 7 8 9 11

2970. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 11
7 : 2 9 10 11 12
8 : 3 5 6 10 12
9 : 3 7 10 11 12
10 : 4 6 7 8 9
11 : 4 6 7 9 12
12 : 5 7 8 9 11

2971. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 12
7 : 2 8 9 10 11
8 : 3 5 6 7 9
9 : 3 7 8 11 12
10 : 4 6 7 11 12
11 : 4 7 9 10 12
12 : 5 6 9 10 11

2972. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 12
7 : 2 8 9 10 11
8 : 3 5 6 7 11
9 : 3 7 10 11 12
10 : 4 6 7 9 12
11 : 4 7 8 9 12
12 : 5 6 9 10 11

2973. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 12
7 : 2 8 9 10 12
8 : 3 5 6 7 11
9 : 3 7 10 11 12
10 : 4 6 7 9 11
11 : 4 8 9 10 12
12 : 5 6 7 9 11

2974. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 12
7 : 2 8 9 11 12
8 : 3 5 6 7 9
9 : 3 7 8 10 11
10 : 4 6 9 11 12
11 : 4 7 9 10 12
12 : 5 6 7 10 11

2975. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 12
7 : 2 8 9 11 12
8 : 3 5 6 7 11
9 : 3 7 10 11 12
10 : 4 6 9 11 12
11 : 4 7 8 9 10
12 : 5 6 7 9 10

2976. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 12
7 : 2 8 10 11 12
8 : 3 5 6 7 9
9 : 3 8 10 11 12
10 : 4 6 7 9 11
11 : 4 7 9 10 12
12 : 5 6 7 9 11

2977. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 12
7 : 2 9 10 11 12
8 : 3 5 6 9 11
9 : 3 7 8 10 11
10 : 4 6 7 9 12
11 : 4 7 8 9 12
12 : 5 6 7 10 11

2978. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 12
7 : 2 9 10 11 12
8 : 3 5 6 9 11
9 : 3 7 8 10 12
10 : 4 6 7 9 11
11 : 4 7 8 10 12
12 : 5 6 7 9 11

2979. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 12
7 : 2 9 10 11 12
8 : 3 5 6 9 11
9 : 3 7 8 11 12
10 : 4 6 7 11 12
11 : 4 7 8 9 10
12 : 5 6 7 9 10

2980. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 8 10 12
7 : 2 9 10 11 12
8 : 3 5 6 10 11
9 : 3 7 10 11 12
10 : 4 6 7 8 9
11 : 4 7 8 9 12
12 : 5 6 7 9 11

2981. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 8 9 10 11
8 : 3 5 7 10 12
9 : 3 6 7 11 12
10 : 4 6 7 8 12
11 : 4 6 7 9 12
12 : 5 8 9 10 11

2982. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 8 9 10 12
8 : 3 5 7 9 11
9 : 3 6 7 8 12
10 : 4 6 7 11 12
11 : 4 6 8 10 12
12 : 5 7 9 10 11

2983. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 8 9 10 12
8 : 3 5 7 9 12
9 : 3 6 7 8 11
10 : 4 6 7 11 12
11 : 4 6 9 10 12
12 : 5 7 8 10 11

2984. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 8 9 10 12
8 : 3 5 7 10 11
9 : 3 6 7 11 12
10 : 4 6 7 8 12
11 : 4 6 8 9 12
12 : 5 7 9 10 11

2985. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 8 9 10 12
8 : 3 5 7 10 12
9 : 3 6 7 11 12
10 : 4 6 7 8 11
11 : 4 6 9 10 12
12 : 5 7 8 9 11

2986. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 8 9 10 12
8 : 3 5 7 11 12
9 : 3 6 7 10 11
10 : 4 6 7 9 12
11 : 4 6 8 9 12
12 : 5 7 8 10 11

2987. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 8 9 10 12
8 : 3 5 7 11 12
9 : 3 6 7 10 12
10 : 4 6 7 9 11
11 : 4 6 8 10 12
12 : 5 7 8 9 11

2988. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 8 9 10 12
8 : 3 5 7 11 12
9 : 3 6 7 11 12
10 : 4 6 7 11 12
11 : 4 6 8 9 10
12 : 5 7 8 9 10

2989. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 8 10 11 12
8 : 3 5 7 9 10
9 : 3 6 8 11 12
10 : 4 6 7 8 12
11 : 4 6 7 9 12
12 : 5 7 9 10 11

2990. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 8 10 11 12
8 : 3 5 7 9 12
9 : 3 6 8 10 11
10 : 4 6 7 9 12
11 : 4 6 7 9 12
12 : 5 7 8 10 11

2991. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 8 10 11 12
8 : 3 5 7 9 12
9 : 3 6 8 10 12
10 : 4 6 7 9 11
11 : 4 6 7 10 12
12 : 5 7 8 9 11

2992. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 8 10 11 12
8 : 3 5 7 10 12
9 : 3 6 10 11 12
10 : 4 6 7 8 9
11 : 4 6 7 9 12
12 : 5 7 8 9 11

2993. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 9 10 11 12
8 : 3 5 9 10 11
9 : 3 6 7 8 12
10 : 4 6 7 8 12
11 : 4 6 7 8 12
12 : 5 7 9 10 11

2994. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 9 10 11 12
8 : 3 5 9 10 12
9 : 3 6 7 8 11
10 : 4 6 7 8 12
11 : 4 6 7 9 12
12 : 5 7 8 10 11

2995. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 9 10 11 12
8 : 3 5 9 10 12
9 : 3 6 7 8 12
10 : 4 6 7 8 11
11 : 4 6 7 10 12
12 : 5 7 8 9 11

2996. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 11
7 : 2 9 10 11 12
8 : 3 5 10 11 12
9 : 3 6 7 10 12
10 : 4 6 7 8 9
11 : 4 6 7 8 12
12 : 5 7 8 9 11

2997. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 12
7 : 2 8 9 10 11
8 : 3 5 7 9 11
9 : 3 6 7 8 12
10 : 4 6 7 11 12
11 : 4 7 8 10 12
12 : 5 6 9 10 11

2998. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 12
7 : 2 8 9 10 11
8 : 3 5 7 9 12
9 : 3 6 7 8 11
10 : 4 6 7 11 12
11 : 4 7 9 10 12
12 : 5 6 8 10 11

2999. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 12
7 : 2 8 9 10 11
8 : 3 5 7 10 11
9 : 3 6 7 11 12
10 : 4 6 7 8 12
11 : 4 7 8 9 12
12 : 5 6 9 10 11

3000. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 12
7 : 2 8 9 10 11
8 : 3 5 7 10 12
9 : 3 6 7 11 12
10 : 4 6 7 8 11
11 : 4 7 9 10 12
12 : 5 6 8 9 11

3001. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 12
7 : 2 8 9 10 11
8 : 3 5 7 11 12
9 : 3 6 7 10 11
10 : 4 6 7 9 12
11 : 4 7 8 9 12
12 : 5 6 8 10 11

3002. Graph gelesen

1 : 2 3 4 5 6
2 : 1 3 4 5 7
3 : 1 2 4 8 9
4 : 1 2 3 10 11
5 : 1 2 6 8 12
6 : 1 5 9 10 12
