
1. Graph gelesen

1 : 2 3 4 5 6 7
7 : 1 4 6 9 10 11
8 : 2 5 6 9 10 11
9 : 3 4 5 7 8 10
10 : 3 6 7 8 9 11
11 : 4 5 6 7 8 10

150. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 8 9 11
6 : 1 2 7 9 10 11
7 : 1 4 6 8 10 11
8 : 2 5 7 9 10 11
9 : 3 4 5 6 8 10
10 : 3 6 7 8 9 11
11 : 4 5 6 7 8 10

151. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 8 10 11
6 : 1 2 7 8 9 10
7 : 1 4 6 8 9 11
8 : 2 5 6 7 10 11
9 : 3 4 6 7 10 11
10 : 3 5 6 8 9 11
11 : 4 5 7 8 9 10

152. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 8 10 11
6 : 1 2 7 8 9 10
7 : 1 4 6 8 10 11
8 : 2 5 6 7 9 11
9 : 3 4 6 8 10 11
10 : 3 5 6 7 9 11
11 : 4 5 7 8 9 10

153. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 8 10 11
6 : 1 2 7 8 9 10
7 : 1 4 6 9 10 11
8 : 2 5 6 9 10 11
9 : 3 4 6 7 8 11
10 : 3 5 6 7 8 11
11 : 4 5 7 8 9 10

154. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 8 10 11
6 : 1 2 7 8 9 11
7 : 1 4 6 8 9 10
8 : 2 5 6 7 10 11
9 : 3 4 6 7 10 11
10 : 3 5 7 8 9 11
11 : 4 5 6 8 9 10

155. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 8 10 11
6 : 1 2 7 8 9 11
7 : 1 4 6 8 10 11
8 : 2 5 6 7 9 10
9 : 3 4 6 8 10 11
10 : 3 5 7 8 9 11
11 : 4 5 6 7 9 10

156. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 8 10 11
6 : 1 2 7 8 9 11
7 : 1 4 6 9 10 11
8 : 2 5 6 9 10 11
9 : 3 4 6 7 8 10
10 : 3 5 7 8 9 11
11 : 4 5 6 7 8 10

157. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 8 10 11
6 : 1 2 7 9 10 11
7 : 1 4 6 8 9 10
8 : 2 5 7 9 10 11
9 : 3 4 6 7 8 11
10 : 3 5 6 7 8 11
11 : 4 5 6 8 9 10

158. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 8 10 11
6 : 1 2 7 9 10 11
7 : 1 4 6 8 9 11
8 : 2 5 7 9 10 11
9 : 3 4 6 7 8 10
10 : 3 5 6 8 9 11
11 : 4 5 6 7 8 10

159. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 8 10 11
6 : 1 2 7 9 10 11
7 : 1 4 6 8 10 11
8 : 2 5 7 9 10 11
9 : 3 4 6 8 10 11
10 : 3 5 6 7 8 9
11 : 4 5 6 7 8 9

160. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 9 10 11
6 : 1 2 7 8 9 10
7 : 1 4 6 8 10 11
8 : 2 6 7 9 10 11
9 : 3 4 5 6 8 11
10 : 3 5 6 7 8 11
11 : 4 5 7 8 9 10

161. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 5 9 10
4 : 1 2 3 7 9 11
5 : 1 2 3 9 10 11
6 : 1 2 8 9 10 11
7 : 1 4 8 9 10 11
8 : 2 6 7 9 10 11
9 : 3 4 5 6 7 8
10 : 3 5 6 7 8 11
11 : 4 5 6 7 8 10

162. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 7 10 11
5 : 1 2 6 8 9 10
6 : 1 2 5 9 10 11
7 : 1 3 4 8 9 11
8 : 2 3 5 7 10 11
9 : 3 5 6 7 10 11
10 : 4 5 6 8 9 11
11 : 4 6 7 8 9 10

163. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 7 10 11
5 : 1 2 6 8 9 10
6 : 1 2 5 9 10 11
7 : 1 3 4 8 10 11
8 : 2 3 5 7 9 11
9 : 3 5 6 8 10 11
10 : 4 5 6 7 9 11
11 : 4 6 7 8 9 10

164. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 7 10 11
5 : 1 2 6 8 9 10
6 : 1 2 5 9 10 11
7 : 1 3 4 9 10 11
8 : 2 3 5 9 10 11
9 : 3 5 6 7 8 11
10 : 4 5 6 7 8 11
11 : 4 6 7 8 9 10

165. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 7 10 11
5 : 1 2 6 8 10 11
6 : 1 2 5 9 10 11
7 : 1 3 4 9 10 11
8 : 2 3 5 9 10 11
9 : 3 6 7 8 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

166. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 7 10 11
5 : 1 2 7 8 10 11
6 : 1 2 8 9 10 11
7 : 1 3 4 5 9 10
8 : 2 3 5 6 9 11
9 : 3 6 7 8 10 11
10 : 4 5 6 7 9 11
11 : 4 5 6 8 9 10

167. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 7 10 11
5 : 1 2 8 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 4 9 10 11
8 : 2 3 5 6 10 11
9 : 3 5 6 7 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

168. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 6 7 8 10
6 : 1 2 5 9 10 11
7 : 1 3 5 9 10 11
8 : 2 3 5 9 10 11
9 : 3 4 6 7 8 11
10 : 4 5 6 7 8 11
11 : 4 6 7 8 9 10

169. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 6 7 9 10
6 : 1 2 5 8 9 11
7 : 1 3 5 8 10 11
8 : 2 3 6 7 10 11
9 : 3 4 5 6 10 11
10 : 4 5 7 8 9 11
11 : 4 6 7 8 9 10

170. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 6 7 9 10
6 : 1 2 5 8 10 11
7 : 1 3 5 8 9 11
8 : 2 3 6 7 10 11
9 : 3 4 5 7 10 11
10 : 4 5 6 8 9 11
11 : 4 6 7 8 9 10

171. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 6 7 9 10
6 : 1 2 5 8 10 11
7 : 1 3 5 8 10 11
8 : 2 3 6 7 9 11
9 : 3 4 5 8 10 11
10 : 4 5 6 7 9 11
11 : 4 6 7 8 9 10

172. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 6 7 9 10
6 : 1 2 5 8 10 11
7 : 1 3 5 9 10 11
8 : 2 3 6 9 10 11
9 : 3 4 5 7 8 11
10 : 4 5 6 7 8 11
11 : 4 6 7 8 9 10

173. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 6 7 9 10
6 : 1 2 5 9 10 11
7 : 1 3 5 8 10 11
8 : 2 3 7 9 10 11
9 : 3 4 5 6 8 11
10 : 4 5 6 7 8 11
11 : 4 6 7 8 9 10

174. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 6 7 10 11
6 : 1 2 5 8 10 11
7 : 1 3 5 8 9 10
8 : 2 3 6 7 9 11
9 : 3 4 7 8 10 11
10 : 4 5 6 7 9 11
11 : 4 5 6 8 9 10

175. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 6 7 10 11
6 : 1 2 5 8 10 11
7 : 1 3 5 9 10 11
8 : 2 3 6 9 10 11
9 : 3 4 7 8 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

176. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 6 7 10 11
6 : 1 2 5 9 10 11
7 : 1 3 5 8 9 10
8 : 2 3 7 9 10 11
9 : 3 4 6 7 8 11
10 : 4 5 6 7 8 11
11 : 4 5 6 8 9 10

177. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 6 7 10 11
6 : 1 2 5 9 10 11
7 : 1 3 5 8 10 11
8 : 2 3 7 9 10 11
9 : 3 4 6 8 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

178. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 7 8 9 10
6 : 1 2 7 8 9 11
7 : 1 3 5 6 10 11
8 : 2 3 5 6 10 11
9 : 3 4 5 6 10 11
10 : 4 5 7 8 9 11
11 : 4 6 7 8 9 10

179. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 7 8 9 10
6 : 1 2 7 9 10 11
7 : 1 3 5 6 10 11
8 : 2 3 5 9 10 11
9 : 3 4 5 6 8 11
10 : 4 5 6 7 8 11
11 : 4 6 7 8 9 10

180. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 7 8 10 11
6 : 1 2 7 8 10 11
7 : 1 3 5 6 9 10
8 : 2 3 5 6 9 11
9 : 3 4 7 8 10 11
10 : 4 5 6 7 9 11
11 : 4 5 6 8 9 10

181. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 7 8 10 11
6 : 1 2 7 9 10 11
7 : 1 3 5 6 9 10
8 : 2 3 5 9 10 11
9 : 3 4 6 7 8 11
10 : 4 5 6 7 8 11
11 : 4 5 6 8 9 10

182. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 7 8 10 11
6 : 1 2 7 9 10 11
7 : 1 3 5 6 10 11
8 : 2 3 5 9 10 11
9 : 3 4 6 8 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

183. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 7 9 10 11
6 : 1 2 7 9 10 11
7 : 1 3 5 6 8 10
8 : 2 3 7 9 10 11
9 : 3 4 5 6 8 11
10 : 4 5 6 7 8 11
11 : 4 5 6 8 9 10

184. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 7 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 5 8 9 10
8 : 2 3 6 7 10 11
9 : 3 4 5 6 7 11
10 : 4 5 6 7 8 11
11 : 4 5 6 8 9 10

185. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 8 9
4 : 1 2 3 9 10 11
5 : 1 2 7 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 5 8 10 11
8 : 2 3 6 7 10 11
9 : 3 4 5 6 10 11
10 : 4 5 6 7 8 9
11 : 4 5 6 7 8 9

186. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 10
5 : 1 2 6 7 9 11
6 : 1 2 5 8 10 11
7 : 1 3 5 8 9 11
8 : 2 4 6 7 10 11
9 : 3 4 5 7 10 11
10 : 3 4 6 8 9 11
11 : 5 6 7 8 9 10

187. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 10
5 : 1 2 6 7 9 11
6 : 1 2 5 8 10 11
7 : 1 3 5 8 10 11
8 : 2 4 6 7 9 11
9 : 3 4 5 8 10 11
10 : 3 4 6 7 9 11
11 : 5 6 7 8 9 10

188. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 10
5 : 1 2 6 7 9 11
6 : 1 2 5 8 10 11
7 : 1 3 5 9 10 11
8 : 2 4 6 9 10 11
9 : 3 4 5 7 8 11
10 : 3 4 6 7 8 11
11 : 5 6 7 8 9 10

189. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 10
5 : 1 2 7 8 9 11
6 : 1 2 7 9 10 11
7 : 1 3 5 6 10 11
8 : 2 4 5 9 10 11
9 : 3 4 5 6 8 11
10 : 3 4 6 7 8 11
11 : 5 6 7 8 9 10

190. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 10
5 : 1 2 7 9 10 11
6 : 1 2 7 9 10 11
7 : 1 3 5 6 8 11
8 : 2 4 7 9 10 11
9 : 3 4 5 6 8 11
10 : 3 4 5 6 8 11
11 : 5 6 7 8 9 10

191. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 10
5 : 1 2 7 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 5 8 9 11
8 : 2 4 6 7 10 11
9 : 3 4 5 6 7 11
10 : 3 4 5 6 8 11
11 : 5 6 7 8 9 10

192. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 6 7 9 10
6 : 1 2 5 8 9 11
7 : 1 3 5 8 10 11
8 : 2 4 6 7 10 11
9 : 3 4 5 6 10 11
10 : 3 5 7 8 9 11
11 : 4 6 7 8 9 10

193. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 6 7 9 10
6 : 1 2 5 8 10 11
7 : 1 3 5 8 9 11
8 : 2 4 6 7 10 11
9 : 3 4 5 7 10 11
10 : 3 5 6 8 9 11
11 : 4 6 7 8 9 10

194. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 6 7 9 10
6 : 1 2 5 8 10 11
7 : 1 3 5 9 10 11
8 : 2 4 6 9 10 11
9 : 3 4 5 7 8 11
10 : 3 5 6 7 8 11
11 : 4 6 7 8 9 10

195. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 6 7 9 10
6 : 1 2 5 9 10 11
7 : 1 3 5 8 10 11
8 : 2 4 7 9 10 11
9 : 3 4 5 6 8 11
10 : 3 5 6 7 8 11
11 : 4 6 7 8 9 10

196. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 6 7 9 11
6 : 1 2 5 8 9 10
7 : 1 3 5 8 10 11
8 : 2 4 6 7 10 11
9 : 3 4 5 6 10 11
10 : 3 6 7 8 9 11
11 : 4 5 7 8 9 10

197. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 6 7 9 11
6 : 1 2 5 8 10 11
7 : 1 3 5 8 9 10
8 : 2 4 6 7 10 11
9 : 3 4 5 7 10 11
10 : 3 6 7 8 9 11
11 : 4 5 6 8 9 10

198. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 6 7 9 11
6 : 1 2 5 8 10 11
7 : 1 3 5 8 10 11
8 : 2 4 6 7 9 10
9 : 3 4 5 8 10 11
10 : 3 6 7 8 9 11
11 : 4 5 6 7 9 10

199. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 6 7 9 11
6 : 1 2 5 8 10 11
7 : 1 3 5 9 10 11
8 : 2 4 6 9 10 11
9 : 3 4 5 7 8 10
10 : 3 6 7 8 9 11
11 : 4 5 6 7 8 10

200. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 6 7 9 11
6 : 1 2 5 9 10 11
7 : 1 3 5 8 10 11
8 : 2 4 7 9 10 11
9 : 3 4 5 6 8 10
10 : 3 6 7 8 9 11
11 : 4 5 6 7 8 10

201. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 6 7 10 11
6 : 1 2 5 9 10 11
7 : 1 3 5 8 9 10
8 : 2 4 7 9 10 11
9 : 3 4 6 7 8 11
10 : 3 5 6 7 8 11
11 : 4 5 6 8 9 10

202. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 6 7 10 11
6 : 1 2 5 9 10 11
7 : 1 3 5 8 9 11
8 : 2 4 7 9 10 11
9 : 3 4 6 7 8 10
10 : 3 5 6 8 9 11
11 : 4 5 6 7 8 10

203. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 6 7 10 11
6 : 1 2 5 9 10 11
7 : 1 3 5 8 10 11
8 : 2 4 7 9 10 11
9 : 3 4 6 8 10 11
10 : 3 5 6 7 8 9
11 : 4 5 6 7 8 9

204. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 8 9 10
6 : 1 2 7 8 9 11
7 : 1 3 5 6 10 11
8 : 2 4 5 6 10 11
9 : 3 4 5 6 10 11
10 : 3 5 7 8 9 11
11 : 4 6 7 8 9 10

205. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 8 9 10
6 : 1 2 7 8 10 11
7 : 1 3 5 6 9 11
8 : 2 4 5 6 10 11
9 : 3 4 5 7 10 11
10 : 3 5 6 8 9 11
11 : 4 6 7 8 9 10

206. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 8 9 10
6 : 1 2 7 8 10 11
7 : 1 3 5 6 10 11
8 : 2 4 5 6 9 11
9 : 3 4 5 8 10 11
10 : 3 5 6 7 9 11
11 : 4 6 7 8 9 10

207. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 8 9 10
6 : 1 2 7 9 10 11
7 : 1 3 5 6 10 11
8 : 2 4 5 9 10 11
9 : 3 4 5 6 8 11
10 : 3 5 6 7 8 11
11 : 4 6 7 8 9 10

208. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 8 9 10
6 : 1 2 8 9 10 11
7 : 1 3 5 9 10 11
8 : 2 4 5 6 10 11
9 : 3 4 5 6 7 11
10 : 3 5 6 7 8 11
11 : 4 6 7 8 9 10

209. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 8 10 11
6 : 1 2 7 8 10 11
7 : 1 3 5 6 9 10
8 : 2 4 5 6 9 11
9 : 3 4 7 8 10 11
10 : 3 5 6 7 9 11
11 : 4 5 6 8 9 10

210. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 8 10 11
6 : 1 2 7 8 10 11
7 : 1 3 5 6 9 11
8 : 2 4 5 6 9 10
9 : 3 4 7 8 10 11
10 : 3 5 6 8 9 11
11 : 4 5 6 7 9 10

211. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 8 10 11
6 : 1 2 7 9 10 11
7 : 1 3 5 6 9 11
8 : 2 4 5 9 10 11
9 : 3 4 6 7 8 10
10 : 3 5 6 8 9 11
11 : 4 5 6 7 8 10

212. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 8 10 11
6 : 1 2 7 9 10 11
7 : 1 3 5 6 10 11
8 : 2 4 5 9 10 11
9 : 3 4 6 8 10 11
10 : 3 5 6 7 8 9
11 : 4 5 6 7 8 9

213. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 9 10 11
6 : 1 2 7 9 10 11
7 : 1 3 5 6 8 10
8 : 2 4 7 9 10 11
9 : 3 4 5 6 8 11
10 : 3 5 6 7 8 11
11 : 4 5 6 8 9 10

214. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 9 10 11
6 : 1 2 7 9 10 11
7 : 1 3 5 6 8 11
8 : 2 4 7 9 10 11
9 : 3 4 5 6 8 10
10 : 3 5 6 8 9 11
11 : 4 5 6 7 8 10

215. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 5 8 9 10
8 : 2 4 6 7 10 11
9 : 3 4 5 6 7 11
10 : 3 5 6 7 8 11
11 : 4 5 6 8 9 10

216. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 5 8 9 11
8 : 2 4 6 7 10 11
9 : 3 4 5 6 7 10
10 : 3 5 6 8 9 11
11 : 4 5 6 7 8 10

217. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 5 8 10 11
8 : 2 4 6 7 10 11
9 : 3 4 5 6 10 11
10 : 3 5 6 7 8 9
11 : 4 5 6 7 8 9

218. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 8 9 11
5 : 1 2 7 9 10 11
6 : 1 2 8 9 10 11
7 : 1 3 5 9 10 11
8 : 2 4 6 9 10 11
9 : 3 4 5 6 7 8
10 : 3 5 6 7 8 11
11 : 4 5 6 7 8 10

219. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 9 10 11
5 : 1 2 7 8 9 10
6 : 1 2 7 8 9 11
7 : 1 3 5 6 10 11
8 : 2 5 6 9 10 11
9 : 3 4 5 6 8 11
10 : 3 4 5 7 8 11
11 : 4 6 7 8 9 10

220. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 9 10 11
5 : 1 2 7 8 9 10
6 : 1 2 7 9 10 11
7 : 1 3 5 6 8 11
8 : 2 5 7 9 10 11
9 : 3 4 5 6 8 11
10 : 3 4 5 6 8 11
11 : 4 6 7 8 9 10

221. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 9 10 11
5 : 1 2 7 8 9 10
6 : 1 2 8 9 10 11
7 : 1 3 5 8 9 11
8 : 2 5 6 7 10 11
9 : 3 4 5 6 7 11
10 : 3 4 5 6 8 11
11 : 4 6 7 8 9 10

222. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 9 10 11
5 : 1 2 7 8 9 11
6 : 1 2 7 9 10 11
7 : 1 3 5 6 8 10
8 : 2 5 7 9 10 11
9 : 3 4 5 6 8 11
10 : 3 4 6 7 8 11
11 : 4 5 6 8 9 10

223. Graph gelesen

1 : 2 3 4 5 6 7
2 : 1 3 4 5 6 8
3 : 1 2 4 7 9 10
4 : 1 2 3 9 10 11
5 : 1 2 7 8 9 11
6 : 1 2 8 9 10 11
7 : 1 3 5 8 10 11
8 : 2 5 6 7 9 10
9 : 3 4 5 6 8 11
